rank,finalWorth,personName,age,country,countryOfCitizenship,source,industries,organization,selfMade,gender,birthDate,title,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,total_tax_rate_country,latitude_country,longitude_country
567,4800,Jimmy Haslam,69.69199178644764,United States,United States,"Gas stations, retail",Fashion & Retail,Pilot Flying J,False,M,1954-03-09 00:00:00,CEO,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
567,4800,H. Fisk Johnson,65.49760438056126,United States,United States,Cleaning products,Manufacturing,Unknown,False,M,1958-05-19 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
567,4800,S. Curtis Johnson,68.5366187542779,United States,United States,Cleaning products,Manufacturing,Unknown,False,M,1955-05-05 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
567,4800,Helen Johnson-Leipold,66.88021902806297,United States,United States,Cleaning products,Manufacturing,Unknown,False,F,1956-12-30 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
567,4800,Vinod Khosla,68.8021902806297,United States,United States,Venture capital,Technology,Khosla Ventures,True,M,1955-01-28 00:00:00,Investor,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
567,4800,Thai Lee,64.9719370294319,United States,United States,IT provider,Technology,Unknown,True,F,1958-11-27 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
567,4800,Winifred J. Marquart,64.61601642710473,United States,United States,Cleaning products,Manufacturing,Unknown,False,F,1959-04-06 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
567,4800,Pankaj Patel,70.66392881587953,India,India,Pharmaceuticals,Healthcare,Unknown,False,M,1953-03-19 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
567,4800,Horst Julius Pudwill,79.06639288158796,Hong Kong,Germany,Manufacturing,Manufacturing,Unknown,True,M,1944-10-23 00:00:00,Unknown,,,,,,,,,
567,4800,Yu Yong,62.789869952087614,China,China,Mining,Finance & Investments,Unknown,True,M,1961-02-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
580,4700,Maria Fernanda Amorim & family,88.83504449007529,Portugal,Portugal,"Energy, investments",Diversified,Unknown,False,F,1935-01-16 00:00:00,Unknown,110.62,0.3,"$237,686,075,635 ",63.9,106.2,81.3,39.8,39.399872,-8.224454
580,4700,Gayle Benson,76.80766598220397,United States,United States,New Orleans Saints,Sports,Unknown,False,F,1947-01-26 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
580,4700,Jason Chang,79.54551676933607,Taiwan,Singapore,Electronics,Technology,Unknown,True,M,1944-05-01 00:00:00,Unknown,,,,,,,,,
580,4700,Ali Erdemoglu,63.9917864476386,Turkey,Turkey,Carpet,Manufacturing,Unknown,True,M,1959-11-20 00:00:00,Unknown,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,42.3,38.963745,35.243322
580,4700,Andre Esteves,55.34839151266256,Brazil,Brazil,Banking,Finance & Investments,Unknown,True,M,1968-07-12 00:00:00,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
580,4700,Carlo Fidani,68.87611225188228,Canada,Canada,Real estate,Real Estate,Orlando Corporation,False,M,1955-01-01 00:00:00,Chairman,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,56.130366,-106.346771
580,4700,Hong Ra-hee,78.34086242299794,South Korea,South Korea,Samsung,Technology,Unknown,False,F,1945-07-15 00:00:00,Unknown,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,33.2,35.907757,127.766922
580,4700,Li Gaiteng,51.60848733744011,China,China,Hair dryers,Manufacturing,Unknown,True,M,1972-04-08 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
580,4700,Thomas Secunda,69.40177960301163,United States,United States,Bloomberg LP,Media & Entertainment,Unknown,True,M,1954-06-23 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
580,4700,Zuowen Song,76.66529774127311,China,China,"Aluminum, diversified",Diversified,Unknown,True,M,1947-03-19 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
580,4700,Tim Sweeney,52.92813141683778,United States,United States,Video games,Media & Entertainment,Unknown,True,M,1970-12-13 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
591,4600,Bert Beveridge,61.87542778918549,United States,United States,Vodka,Food & Beverage,Unknown,True,M,1962-01-01 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
591,4600,Mark Cuban,65.29774127310061,United States,United States,"Online media, Dallas Mavericks",Media & Entertainment,Dallas Mavericks,True,M,1958-07-31 00:00:00,Owner,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
591,4600,Charles Dolan & family,97.08692676249144,United States,United States,Cable television,Media & Entertainment,Cablevision Systems Corp.,True,M,1926-10-16 00:00:00,Chairman and Founder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
591,4600,Jack Dorsey,46.992470910335385,United States,United States,"Twitter, Square",Technology,Twitter,True,M,1976-11-19 00:00:00,Cofounder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
591,4600,Fan Hongwei,56.876112251882276,China,China,Petrochemicals,Energy,Unknown,True,F,1967-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
591,4600,Vladimir Kim,63.04996577686516,Kazakhstan,Kazakhstan,Mining,Metals & Mining,Unknown,True,M,1960-10-29 00:00:00,Unknown,182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,28.4,48.019573,66.923684
591,4600,"Andre Koo, Sr.",56.48186173853525,Taiwan,Taiwan,Financial services,Finance & Investments,Unknown,False,M,1967-05-25 00:00:00,Unknown,,,,,,,,,
591,4600,Ronald Lauder,79.72347707049965,United States,United States,Estee Lauder,Fashion & Retail,Unknown,False,M,1944-02-26 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
591,4600,Li Chunan,55.10198494182067,China,China,Renewable energy,Manufacturing,Unknown,True,M,1968-10-10 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
591,4600,Forrest Li,45.87542778918549,Singapore,Singapore,Gaming,Media & Entertainment,Unknown,True,M,1978-01-01 00:00:00,Unknown,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,21.0,1.352083,103.819836
591,4600,Richard Li,57.02395619438741,Hong Kong,Hong Kong,Telecom,Telecom,Unknown,False,M,1966-11-08 00:00:00,Unknown,,,,,,,,,
591,4600,Doug Meijer & family,69.81793292265571,United States,United States,Supermarkets,Fashion & Retail,Unknown,False,M,1954-01-22 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
591,4600,Hank Meijer & family,71.75359342915812,United States,United States,Supermarkets,Fashion & Retail,Unknown,False,M,1952-02-15 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
591,4600,Mark Meijer & family,66.072553045859,United States,United States,Supermarkets,Fashion & Retail,Unknown,False,M,1957-10-21 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
591,4600,Issad Rebrab & family,79.87679671457906,Algeria,Algeria,Food,Food & Beverage,Unknown,True,M,1944-01-01 00:00:00,Unknown,151.36,2.0,"$169,988,236,398 ",51.4,109.9,76.7,66.1,28.033886,1.659626
591,4600,Fred Smith,79.2662559890486,United States,United States,FedEx,Logistics,FedEx Corp.,True,M,1944-08-11 00:00:00,Chairman and CEO,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
591,4600,Barry Sternlicht,62.97056810403833,United States,United States,Private equity,Finance & Investments,Unknown,True,M,1960-11-27 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
591,4600,Maximilian Viessmann,34.76249144421629,Germany,Germany,"Heating, cooling equipment",Manufacturing,Unknown,False,M,1989-02-11 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
591,4600,Russ Weiner,53.53593429158111,United States,United States,Energy drinks,Food & Beverage,Unknown,True,M,1970-05-05 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
591,4600,Xue Min,66.87474332648871,China,China,Healthcare,Healthcare,Unknown,True,M,1957-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
611,4500,Juan Domingo Beckmann Legorreta & family,56.380561259411365,Mexico,Mexico,Tequila,Food & Beverage,Unknown,False,M,1967-07-01 00:00:00,Unknown,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75.0,55.1,23.634501,-102.552784
611,4500,Dietmar Hopp & family,83.55920602327173,Germany,Germany,Software,Technology,Unknown,True,M,1940-04-26 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
611,4500,Jiang Bin,57.16906228610541,China,China,Acoustic components,Technology,Unknown,True,M,1966-09-16 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
611,4500,Joseph Liemandt,55.28268309377139,United States,United States,Software,Technology,Unknown,True,M,1968-08-05 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
611,4500,Theo Mueller,83.79739904175223,Switzerland,Germany,Dairy,Food & Beverage,Unknown,False,M,1940-01-30 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
611,4500,N.R. Narayana Murthy,77.24298425735797,India,India,Software services,Technology,Unknown,True,M,1946-08-20 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
611,4500,Odd Reitan & family,72.18343600273785,Norway,Norway,"Retail, real estate",Fashion & Retail,Unknown,False,M,1951-09-11 00:00:00,Unknown,120.27,2.2,"$403,336,363,636 ",82.0,100.3,82.8,36.2,60.472024,8.468946
611,4500,Marc Rowan,61.24572210814511,United States,United States,Private equity,Finance & Investments,Unknown,True,M,1962-08-19 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
611,4500,Hussain Sajwani,70.71321013004791,United Arab Emirates,United Arab Emirates,Real estate,Real Estate,Unknown,True,M,1953-03-01 00:00:00,Unknown,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,15.9,23.424076,53.847818
611,4500,David Velez & family,42.12457221081451,Brazil,Colombia,Fintech,Finance & Investments,Unknown,True,M,1981-10-02 00:00:00,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
611,4500,Xu Jinfu,59.87679671457906,China,China,Chemicals,Manufacturing,Unknown,True,M,1964-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
611,4500,Samuel Yin,73.2539356605065,Taiwan,Taiwan,Retail,Diversified,Unknown,False,M,1950-08-16 00:00:00,Unknown,,,,,,,,,
611,4500,You Xiaoping & family,65.82067077344284,China,China,"Chemicals, spandex",Manufacturing,Unknown,True,M,1958-01-21 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
624,4400,Stéphane Bancel,51.3264887063655,United States,France,"Biotech, vaccines",Healthcare,Unknown,True,M,1972-07-20 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
624,4400,Margot Birmingham Perot,90.00410677618069,United States,United States,"Computer services, real estate",Technology,Unknown,False,F,1933-11-15 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
624,4400,Neal Blue & family,88.62149212867898,United States,United States,Defense,Manufacturing,Unknown,True,M,1935-04-04 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
624,4400,Jim Davis,63.67967145790554,United States,United States,Staffing & recruiting,Service,Unknown,True,M,1960-03-13 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
624,4400,Rafael Del Pino,65.33333333333333,Spain,Spain,Construction,Construction & Engineering,Unknown,False,M,1958-07-18 00:00:00,Unknown,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,47.0,40.463667,-3.74922
624,4400,Peter Grogg,81.8507871321013,Switzerland,Switzerland,Biochemicals,Healthcare,Unknown,True,M,1942-01-10 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
624,4400,Christian Haub,59.32101300479124,Germany,Germany,Retail,Fashion & Retail,Unknown,False,M,1964-07-22 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
624,4400,Mangal Prabhat Lodha,67.96167008898016,India,India,Real estate,Real Estate,Unknown,True,M,1955-12-01 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
624,4400,Jeffrey Lurie & family,72.19164955509925,United States,United States,Philadelphia Eagles,Sports,Unknown,False,M,1951-09-08 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
624,4400,Joe Mansueto,67.20328542094455,United States,United States,Investment research,Finance & Investments,Morningstar Inc.,True,M,1956-09-03 00:00:00,"Entrepreneur, Investor",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
624,4400,Qian Dongqi & family,65.8754277891855,China,China,Home-cleaning robots,Manufacturing,Unknown,True,M,1958-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
624,4400,Mikhail Shelkov,55.46611909650924,Russia,Russia,Titanium,Metals & Mining,Unknown,True,M,1968-05-30 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
636,4300,Patrick Drahi,60.24366872005476,Switzerland,France,Telecom,Telecom,Unknown,True,M,1963-08-20 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
636,4300,Behdad Eghbali,47.53182751540041,United States,United States,Private equity,Finance & Investments,Unknown,True,M,1976-05-06 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
636,4300,Juan Carlos Escotet,64.32032854209446,Spain,Venezuela,Banking,Finance & Investments,Unknown,True,M,1959-07-23 00:00:00,Unknown,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,47.0,40.463667,-3.74922
636,4300,Jose E. Feliciano,50.469541409993155,United States,United States,Private equity,Finance & Investments,Unknown,True,M,1973-05-29 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
636,4300,Hu Kaijun,61.87542778918549,China,China,Pharmaceuticals,Healthcare,Unknown,True,M,1962-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
636,4300,Johnelle Hunt,91.86858316221766,United States,United States,Trucking,Logistics,Unknown,True,F,1932-01-04 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
636,4300,Marian Ilitch,90.85831622176592,United States,United States,Little Caesars Pizza,Food & Beverage,Unknown,True,F,1933-01-07 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
636,4300,Daryl Katz,62.209445585215605,Canada,Canada,Pharmacies,Diversified,Katz Group,True,M,1961-09-01 00:00:00,Founder and Chairman,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,56.130366,-106.346771
636,4300,Andrei Kozitsyn,63.43874058863792,Russia,Russia,Metals,Metals & Mining,Unknown,True,M,1960-06-09 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
636,4300,Timur Kulibaev,57.1854893908282,Kazakhstan,Kazakhstan,Banking,Finance & Investments,Unknown,True,M,1966-09-10 00:00:00,Unknown,182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,28.4,48.019573,66.923684
636,4300,Dinara Kulibaeva,56.24640657084189,Kazakhstan,Kazakhstan,Banking,Finance & Investments,Unknown,False,F,1967-08-19 00:00:00,Unknown,182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,28.4,48.019573,66.923684
636,4300,Ian Livingstone,61.489390828199866,United Kingdom,United Kingdom,Real estate,Real Estate,Unknown,True,M,1962-05-22 00:00:00,Unknown,,,,,,,,,
636,4300,Richard Livingstone,58.965092402464066,United Kingdom,United Kingdom,Real estate,Real Estate,Unknown,True,M,1964-11-29 00:00:00,Unknown,,,,,,,,,
636,4300,Gwendolyn Sontheim Meyer,62.05612594113621,United States,United States,Cargill,Food & Beverage,Unknown,False,F,1961-10-27 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
636,4300,Jay Paul,76.36139630390144,United States,United States,Real estate,Real Estate,Unknown,True,M,1947-07-08 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
636,4300,Pham Nhat Vuong,55.28268309377139,Vietnam,Vietnam,Diversified,Diversified,Unknown,True,M,1968-08-05 00:00:00,Unknown,163.52,2.8,"$261,921,244,843 ",28.5,110.6,75.3,37.6,14.058324,108.277199
636,4300,Jon Stryker,65.54140999315537,United States,United States,Medical equipment,Healthcare,Unknown,False,M,1958-05-03 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
636,4300,Daniel Tsai,67.56194387405887,Taiwan,Taiwan,Finance,Finance & Investments,Unknown,False,M,1956-04-25 00:00:00,Unknown,,,,,,,,,
636,4300,Richard Tsai,66.45859000684463,Taiwan,Taiwan,Finance,Finance & Investments,Unknown,False,M,1957-06-02 00:00:00,Unknown,,,,,,,,,
636,4300,Frank Wang,43.04722792607803,China,China,Drones,Technology,DJI Technology Co.,True,M,1980-10-30 00:00:00,Founder and CEO,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
636,4300,Wang Junshi & family,74.87474332648871,China,China,Solar inverters,Manufacturing,Unknown,True,M,1949-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
636,4300,Wang Wenjing,58.94866529774127,China,China,Business software,Technology,Unknown,True,M,1964-12-05 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
636,4300,Herbert Wertheim,84.48733744010951,United States,United States,Investments,Finance & Investments,Unknown,True,M,1939-05-23 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
659,4200,Shari Arison,66.18754277891856,Israel,Israel,Carnival Cruises,Service,Unknown,False,F,1957-09-09 00:00:00,"Investor, Philanthropist",108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,25.3,31.046051,34.851612
659,4200,Pyotr Aven,68.67351129363449,Latvia,Russia,"Oil, banking, telecom",Finance & Investments,Unknown,True,M,1955-03-16 00:00:00,Unknown,116.86,2.8,"$34,117,202,555 ",88.1,99.4,74.7,38.1,56.879635,24.603189
659,4200,Chan Laiwa & family,82.87474332648871,China,China,Real estate,Real Estate,Unknown,True,F,1941-01-01 00:00:00,Philanthropist,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
659,4200,Chen Hua,57.87542778918549,China,China,Real estate,Real Estate,Unknown,True,M,1966-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
659,4200,Thomas Hagen,87.87679671457906,United States,United States,Insurance,Finance & Investments,Unknown,False,M,1936-01-01 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
659,4200,"Rupert Johnson, Jr.",83.26899383983573,United States,United States,Franklin Templeton,Finance & Investments,Franklin Resources Inc.,False,M,1940-08-10 00:00:00,Vice Chairman and Director,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
659,4200,Dewi Kam,73.31964407939768,Indonesia,Indonesia,Coal,Energy,Unknown,True,F,1950-07-23 00:00:00,Unknown,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,30.1,-0.789275,113.921327
659,4200,Min Kao & family,74.85010266940452,United States,United States,Navigation equipment,Technology,Unknown,True,M,1949-01-10 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
659,4200,Marc Ladreit de Lacharriere,83.0280629705681,France,France,Finance,Finance & Investments,Unknown,True,M,1940-11-06 00:00:00,Unknown,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,46.227638,2.213749
659,4200,Eric Lefkofsky,54.20670773442848,United States,United States,"Groupon, investments",Technology,Groupon,True,M,1969-09-02 00:00:00,Chairman,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
